user_name,email,account_type,gender,password,joining_date,"(""Jaquelyn Yalçın"", ""jaquelynyaln@gmail.ca"", 'customer' , 'male', ""BXD61MPX6YY"", ""2022-10-26""),"
Elvis Luis,elvisluis@gmail.edu,'artist' ,'male',RDT27OHK8AK,12/31/2020,"(""Leigh Adarabioyo"", ""leighadarabioyo9701@gmail.org"", 'artist' , 'female', ""PSD51KVM8LL"", ""2021-08-06""),"
Leigh Adarabioyo,leighadarabioyo9701@gmail.org,'artist' ,'female',PSD51KVM8LL,8/6/2021,"(""Blaze Vijaya"", ""blazevijaya@gmail.edu"", 'artist' , 'male', ""EFC60PXN4NV"", ""2021-12-04""),"
Blaze Vijaya,blazevijaya@gmail.edu,'artist' ,'male',EFC60PXN4NV,12/4/2021,"(""Aaron Tiêu"", ""aarontiu7350@gmail.edu"", 'customer' , 'male', ""DGJ69PDN0LA"", ""2021-05-19""),"
Aaron Tiêu,aarontiu7350@gmail.edu,'customer' ,'male',DGJ69PDN0LA,5/19/2021,"(""Tamekah Nguyễn"", ""tamekahnguyn@gmail.edu"", 'customer' , 'male', ""GDG77ZIM3SR"", ""2022-12-04""),"
Tamekah Nguyễn,tamekahnguyn@gmail.edu,'customer' ,'male',GDG77ZIM3SR,12/4/2022,"(""Hu Rivera"", ""hurivera@gmail.ca"", 'customer' , 'male', ""MUW08LMR2QC"", ""2022-06-14""),"
Hu Rivera,hurivera@gmail.ca,'customer' ,'male',MUW08LMR2QC,6/14/2022,"(""Alea Pia"", ""aleapia@gmail.net"", 'artist' , 'male', ""LER08EGU5CN"", ""2021-06-27""),"
Alea Pia,aleapia@gmail.net,'artist' ,'male',LER08EGU5CN,6/27/2021,"(""Blaze Allen"", ""blazeallen@gmail.com"", 'artist' , 'male', ""EDW04NMY4RG"", ""2022-09-20""),"
Blaze Allen,blazeallen@gmail.com,'artist' ,'male',EDW04NMY4RG,9/20/2022,"(""Whilemina Güven"", ""whileminagven5668@gmail.org"", 'artist' , 'female', ""MWR56WPJ4DL"", ""2022-06-14""),"
Whilemina Güven,whileminagven5668@gmail.org,'artist' ,'female',MWR56WPJ4DL,6/14/2022,"(""Jayme Monserrat"", ""jaymemonserrat2459@gmail.couk"", 'customer' , 'female', ""HJM53QRD8DQ"", ""2020-12-24""),"
Jayme Monserrat,jaymemonserrat2459@gmail.couk,'customer' ,'female',HJM53QRD8DQ,12/24/2020,"(""Ila Pascal"", ""ilapascal@gmail.com"", 'customer' , 'male', ""WFP52KVU1TC"", ""2022-09-11""),"
Ila Pascal,ilapascal@gmail.com,'customer' ,'male',WFP52KVU1TC,9/11/2022,"(""Angela Contreras"", ""angelacontreras9749@gmail.couk"", 'customer' , 'male', ""CRY85QLQ8AT"", ""2021-06-22""),"
Angela Contreras,angelacontreras9749@gmail.couk,'customer' ,'male',CRY85QLQ8AT,6/22/2021,"(""Marsden Reyes"", ""marsdenreyes@gmail.edu"", 'artist' , 'female', ""CXL25KUI2TO"", ""2021-11-19""),"
Marsden Reyes,marsdenreyes@gmail.edu,'artist' ,'female',CXL25KUI2TO,11/19/2021,"(""Ferris Daniel"", ""ferrisdaniel2568@gmail.ca"", 'artist' , 'male', ""HBO23ZBD1UY"", ""2021-11-04""),"
Ferris Daniel,ferrisdaniel2568@gmail.ca,'artist' ,'male',HBO23ZBD1UY,11/4/2021,"(""Aline Roberts"", ""alineroberts849@gmail.org"", 'artist' , 'female', ""PXY94SYT2XD"", ""2022-07-10""),"
Aline Roberts,alineroberts849@gmail.org,'artist' ,'female',PXY94SYT2XD,7/10/2022,"(""Buckminster Onoja"", ""buckminsteronoja7567@gmail.com"", 'artist' , 'female', ""FVH05LLC0YD"", ""2022-10-21""),"
Buckminster Onoja,buckminsteronoja7567@gmail.com,'artist' ,'female',FVH05LLC0YD,10/21/2022,"(""Oren Edwards"", ""orenedwards@gmail.edu"", 'artist' , 'female', ""BJR15USL2XL"", ""2022-07-22""),"
Oren Edwards,orenedwards@gmail.edu,'artist' ,'female',BJR15USL2XL,7/22/2022,"(""Armando Clarke"", ""armandoclarke@gmail.net"", 'artist' , 'male', ""SWM62GTS8VZ"", ""2022-05-03""),"
Armando Clarke,armandoclarke@gmail.net,'artist' ,'male',SWM62GTS8VZ,5/3/2022,"(""Mira Gök"", ""miragk5432@gmail.org"", 'artist' , 'male', ""HEP64JSX9BC"", ""2022-08-05""),"
Mira Gök,miragk5432@gmail.org,'artist' ,'male',HEP64JSX9BC,8/5/2022,"(""Scarlett Onoja"", ""scarlettonoja@gmail.org"", 'artist' , 'male', ""KXW38LNK8HR"", ""2022-02-03""),"
Scarlett Onoja,scarlettonoja@gmail.org,'artist' ,'male',KXW38LNK8HR,2/3/2022,"(""Colorado Abagun"", ""coloradoabagun@gmail.ca"", 'customer' , 'male', ""XNV17NSW1CF"", ""2021-12-31""),"
Colorado Abagun,coloradoabagun@gmail.ca,'customer' ,'male',XNV17NSW1CF,12/31/2021,"(""Acton Osakwe"", ""actonosakwe@gmail.edu"", 'artist' , 'female', ""BNR82HAJ8DP"", ""2022-02-23""),"
Acton Osakwe,actonosakwe@gmail.edu,'artist' ,'female',BNR82HAJ8DP,2/23/2022,"(""Kiayada Yeşil"", ""kiayadayeil@gmail.edu"", 'artist' , 'male', ""RWU43PTH3DM"", ""2021-06-06""),"
Kiayada Yeşil,kiayadayeil@gmail.edu,'artist' ,'male',RWU43PTH3DM,6/6/2021,"(""MacKensie Diem"", ""mackensiediem@gmail.couk"", 'customer' , 'male', ""UQX74UOS1QM"", ""2021-07-11""),"
MacKensie Diem,mackensiediem@gmail.couk,'customer' ,'male',UQX74UOS1QM,7/11/2021,"(""Jescie Valentina"", ""jescievalentina@gmail.net"", 'customer' , 'female', ""NMN68BDW8VD"", ""2022-04-22""),"
Jescie Valentina,jescievalentina@gmail.net,'customer' ,'female',NMN68BDW8VD,4/22/2022,"(""Audra Bennett"", ""audrabennett@gmail.ca"", 'artist' , 'female', ""RHY63IXM6GK"", ""2021-01-24""),"
Audra Bennett,audrabennett@gmail.ca,'artist' ,'female',RHY63IXM6GK,1/24/2021,"(""Jesse Neela"", ""jesseneela@gmail.org"", 'artist' , 'female', ""YFK77XEP5DE"", ""2022-08-11""),"
Jesse Neela,jesseneela@gmail.org,'artist' ,'female',YFK77XEP5DE,8/11/2022,"(""Lester Nguyễn"", ""lesternguyn@gmail.edu"", 'customer' , 'male', ""KFV73RWU7NG"", ""2022-07-30""),"
Lester Nguyễn,lesternguyn@gmail.edu,'customer' ,'male',KFV73RWU7NG,7/30/2022,"(""Alan Edwards"", ""alanedwards@gmail.net"", 'artist' , 'male', ""KTQ12IPT2SS"", ""2021-10-29""),"
Alan Edwards,alanedwards@gmail.net,'artist' ,'male',KTQ12IPT2SS,10/29/2021,"(""Hashim Nguyễn"", ""hashimnguyn5222@gmail.com"", 'customer' , 'female', ""GVM42ZEL7ID"", ""2021-04-27""),"
Hashim Nguyễn,hashimnguyn5222@gmail.com,'customer' ,'female',GVM42ZEL7ID,4/27/2021,"(""Quyn Bentlee"", ""quynbentlee@gmail.net"", 'artist' , 'female', ""MBG45QYI1JA"", ""2022-02-09""),"
Quyn Bentlee,quynbentlee@gmail.net,'artist' ,'female',MBG45QYI1JA,2/9/2022,"(""Sybill Garcia"", ""sybillgarcia8561@gmail.couk"", 'artist' , 'female', ""BQT27NJD7UH"", ""2021-04-06""),"
Sybill Garcia,sybillgarcia8561@gmail.couk,'artist' ,'female',BQT27NJD7UH,4/6/2021,"(""Dillon Simpson"", ""dillonsimpson885@gmail.org"", 'artist' , 'female', ""BYK82TGH5JF"", ""2022-07-11""),"
Dillon Simpson,dillonsimpson885@gmail.org,'artist' ,'female',BYK82TGH5JF,7/11/2022,"(""Madison Adekugbe"", ""madisonadekugbe8633@gmail.org"", 'artist' , 'female', ""OOH41XNL5EL"", ""2021-07-11""),"
Madison Adekugbe,madisonadekugbe8633@gmail.org,'artist' ,'female',OOH41XNL5EL,7/11/2021,"(""Robin Sen"", ""robinsen3650@gmail.net"", 'artist' , 'female', ""TMW16QYQ4VU"", ""2021-06-28""),"
Robin Sen,robinsen3650@gmail.net,'artist' ,'female',TMW16QYQ4VU,6/28/2021,"(""Chantale Nguyễn"", ""chantalenguyn@gmail.ca"", 'artist' , 'male', ""YEV21DQP1JP"", ""2020-12-27""),"
Chantale Nguyễn,chantalenguyn@gmail.ca,'artist' ,'male',YEV21DQP1JP,12/27/2020,"(""Ignacia Ganesh"", ""ignaciaganesh6314@gmail.org"", 'artist' , 'male', ""MHF77MUB8BS"", ""2021-08-03""),"
Ignacia Ganesh,ignaciaganesh6314@gmail.org,'artist' ,'male',MHF77MUB8BS,8/3/2021,"(""Griffith Ogedegbe"", ""griffithogedegbe@gmail.ca"", 'artist' , 'male', ""KLS59JZR7MD"", ""2021-08-06""),"
Griffith Ogedegbe,griffithogedegbe@gmail.ca,'artist' ,'male',KLS59JZR7MD,8/6/2021,"(""Montana Ihemeje"", ""montanaihemeje2678@gmail.couk"", 'customer' , 'male', ""RCS20RCS3HV"", ""2022-10-20""),"
Montana Ihemeje,montanaihemeje2678@gmail.couk,'customer' ,'male',RCS20RCS3HV,10/20/2022,"(""Cameron Pearce"", ""cameronpearce1545@gmail.org"", 'customer' , 'female', ""BGF72BXY1OV"", ""2021-03-22""),"
Cameron Pearce,cameronpearce1545@gmail.org,'customer' ,'female',BGF72BXY1OV,3/22/2021,"(""Doris Bakare"", ""dorisbakare8783@gmail.com"", 'customer' , 'female', ""NJO12BHY6GC"", ""2022-02-24""),"
Doris Bakare,dorisbakare8783@gmail.com,'customer' ,'female',NJO12BHY6GC,2/24/2022,"(""Jaden Gabriela"", ""jadengabriela2995@gmail.ca"", 'artist' , 'male', ""BKQ45CVQ7DF"", ""2021-07-25""),"
Jaden Gabriela,jadengabriela2995@gmail.ca,'artist' ,'male',BKQ45CVQ7DF,7/25/2021,"(""Petra Nguyễn"", ""petranguyn@gmail.edu"", 'artist' , 'female', ""KHB25UEQ4UE"", ""2021-10-17""),"
Petra Nguyễn,petranguyn@gmail.edu,'artist' ,'female',KHB25UEQ4UE,10/17/2021,"(""Sopoline Eker"", ""sopolineeker@gmail.net"", 'customer' , 'female', ""BFW54FJF6QF"", ""2022-07-03""),"
Sopoline Eker,sopolineeker@gmail.net,'customer' ,'female',BFW54FJF6QF,7/3/2022,"(""Renee Nguyễn"", ""reneenguyn5720@gmail.couk"", 'artist' , 'female', ""CQR83RCF6CC"", ""2021-05-13""),"
Renee Nguyễn,reneenguyn5720@gmail.couk,'artist' ,'female',CQR83RCF6CC,5/13/2021,"(""Linus Nguyễn"", ""linusnguyn@gmail.ca"", 'artist' , 'female', ""XLT14WKD7YS"", ""2022-02-25""),"
Linus Nguyễn,linusnguyn@gmail.ca,'artist' ,'female',XLT14WKD7YS,2/25/2022,"(""Aidan Knight"", ""aidanknight5497@gmail.ca"", 'customer' , 'female', ""QKN42SFE9XI"", ""2021-02-25""),"
Aidan Knight,aidanknight5497@gmail.ca,'customer' ,'female',QKN42SFE9XI,2/25/2021,"(""Marcia Cameron"", ""marciacameron@gmail.net"", 'artist' , 'female', ""ERH46USR6HK"", ""2022-09-03""),"
Marcia Cameron,marciacameron@gmail.net,'artist' ,'female',ERH46USR6HK,9/3/2022,"(""Beau Davies"", ""beaudavies7431@gmail.ca"", 'customer' , 'male', ""MLH56DTS2XV"", ""2022-04-18""),"
Beau Davies,beaudavies7431@gmail.ca,'customer' ,'male',MLH56DTS2XV,4/18/2022,"(""Nicholas Bailey"", ""nicholasbailey@gmail.couk"", 'artist' , 'female', ""BLX16MIG3SK"", ""2022-04-21""),"
Nicholas Bailey,nicholasbailey@gmail.couk,'artist' ,'female',BLX16MIG3SK,4/21/2022,"(""Randall Bell"", ""randallbell825@gmail.ca"", 'artist' , 'male', ""EBZ39LDS7HT"", ""2021-10-13""),"
Randall Bell,randallbell825@gmail.ca,'artist' ,'male',EBZ39LDS7HT,10/13/2021,"(""Sharon Perez"", ""sharonperez3520@gmail.ca"", 'customer' , 'male', ""KWP56CBO5GL"", ""2022-03-16""),"
Sharon Perez,sharonperez3520@gmail.ca,'customer' ,'male',KWP56CBO5GL,3/16/2022,"(""Oliver Nguyễn"", ""olivernguyn3959@gmail.com"", 'customer' , 'female', ""TMA26SON1LI"", ""2021-10-02""),"
Oliver Nguyễn,olivernguyn3959@gmail.com,'customer' ,'female',TMA26SON1LI,10/2/2021,"(""Dolan Jana"", ""dolanjana@gmail.com"", 'artist' , 'female', ""DFO13WDO0TX"", ""2022-10-13""),"
Dolan Jana,dolanjana@gmail.com,'artist' ,'female',DFO13WDO0TX,10/13/2022,"(""Ciara Ofoedu"", ""ciaraofoedu8497@gmail.couk"", 'customer' , 'male', ""DIY57BHW0VI"", ""2022-09-06""),"
Ciara Ofoedu,ciaraofoedu8497@gmail.couk,'customer' ,'male',DIY57BHW0VI,9/6/2022,"(""Eric Rajagopal"", ""ericrajagopal7825@gmail.net"", 'customer' , 'male', ""DWZ08CWP5MX"", ""2022-06-25""),"
Eric Rajagopal,ericrajagopal7825@gmail.net,'customer' ,'male',DWZ08CWP5MX,6/25/2022,"(""Amela Gonzalez"", ""amelagonzalez@gmail.net"", 'customer' , 'female', ""IPG44YOH5TG"", ""2021-03-14""),"
Amela Gonzalez,amelagonzalez@gmail.net,'customer' ,'female',IPG44YOH5TG,3/14/2021,"(""Chiquita Nguyễn"", ""chiquitanguyn8530@gmail.net"", 'customer' , 'male', ""RWH29EBI5GO"", ""2021-08-02""),"
Chiquita Nguyễn,chiquitanguyn8530@gmail.net,'customer' ,'male',RWH29EBI5GO,8/2/2021,"(""Rebekah Zavala"", ""rebekahzavala@gmail.ca"", 'customer' , 'female', ""JDJ73TVH5JR"", ""2022-05-17""),"
Rebekah Zavala,rebekahzavala@gmail.ca,'customer' ,'female',JDJ73TVH5JR,5/17/2022,"(""Hakeem Ofoedu"", ""hakeemofoedu@gmail.com"", 'customer' , 'female', ""MMF65OTR2XM"", ""2022-08-31""),"
Hakeem Ofoedu,hakeemofoedu@gmail.com,'customer' ,'female',MMF65OTR2XM,8/31/2022,"(""Ciara Nagpal"", ""ciaranagpal5007@gmail.net"", 'artist' , 'male', ""JQI56ODF8MH"", ""2021-08-30""),"
Ciara Nagpal,ciaranagpal5007@gmail.net,'artist' ,'male',JQI56ODF8MH,8/30/2021,"(""Silas Sai"", ""silassai2525@gmail.org"", 'customer' , 'female', ""BEU14MYU6IY"", ""2021-06-18""),"
Silas Sai,silassai2525@gmail.org,'customer' ,'female',BEU14MYU6IY,6/18/2021,"(""Urielle Araya"", ""uriellearaya@gmail.com"", 'artist' , 'male', ""BEO85XOW3CE"", ""2021-03-03""),"
Urielle Araya,uriellearaya@gmail.com,'artist' ,'male',BEO85XOW3CE,3/3/2021,"(""Bree Eroğlu"", ""breeerolu7555@gmail.ca"", 'artist' , 'female', ""TCJ32DXI1DL"", ""2021-08-08""),"
Bree Eroğlu,breeerolu7555@gmail.ca,'artist' ,'female',TCJ32DXI1DL,8/8/2021,"(""Jocelyn Arıkan"", ""jocelynarkan@gmail.com"", 'artist' , 'male', ""ODT12VAZ6KQ"", ""2021-05-10""),"
Jocelyn Arıkan,jocelynarkan@gmail.com,'artist' ,'male',ODT12VAZ6KQ,5/10/2021,"(""Helen Srivastava"", ""helensrivastava3408@gmail.com"", 'customer' , 'male', ""JNR32BFM0FX"", ""2022-08-05""),"
Helen Srivastava,helensrivastava3408@gmail.com,'customer' ,'male',JNR32BFM0FX,8/5/2022,"(""Yasir Contreras"", ""yasircontreras@gmail.net"", 'customer' , 'female', ""IGX45WXV3WH"", ""2021-01-19""),"
Yasir Contreras,yasircontreras@gmail.net,'customer' ,'female',IGX45WXV3WH,1/19/2021,"(""Jocelyn Srivas"", ""jocelynsrivas@gmail.couk"", 'artist' , 'female', ""JZB47XYN6WN"", ""2021-06-14""),"
Jocelyn Srivas,jocelynsrivas@gmail.couk,'artist' ,'female',JZB47XYN6WN,6/14/2021,"(""Jakeem Joshi"", ""jakeemjoshi@gmail.net"", 'artist' , 'female', ""ABE35LXE8PL"", ""2021-10-03""),"
Jakeem Joshi,jakeemjoshi@gmail.net,'artist' ,'female',ABE35LXE8PL,10/3/2021,"(""Shoshana Maikori"", ""shoshanamaikori@gmail.edu"", 'artist' , 'female', ""PXT46PYU3RC"", ""2021-02-26""),"
Shoshana Maikori,shoshanamaikori@gmail.edu,'artist' ,'female',PXT46PYU3RC,2/26/2021,"(""Marah Zuniga"", ""marahzuniga@gmail.com"", 'customer' , 'male', ""FWP21XBP6CO"", ""2022-07-01""),"
Marah Zuniga,marahzuniga@gmail.com,'customer' ,'male',FWP21XBP6CO,7/1/2022,"(""Tanner Akinde"", ""tannerakinde2699@gmail.net"", 'customer' , 'female', ""WTU91NYM3TX"", ""2021-10-28""),"
Tanner Akinde,tannerakinde2699@gmail.net,'customer' ,'female',WTU91NYM3TX,10/28/2021,"(""Wynne Ayaz"", ""wynneayaz@gmail.ca"", 'artist' , 'male', ""XWN05XUP3FF"", ""2022-06-21""),"
Wynne Ayaz,wynneayaz@gmail.ca,'artist' ,'male',XWN05XUP3FF,6/21/2022,"(""Jennifer Buraimoh"", ""jenniferburaimoh5219@gmail.org"", 'artist' , 'female', ""UNR15XOI7OV"", ""2022-01-13""),"
Jennifer Buraimoh,jenniferburaimoh5219@gmail.org,'artist' ,'female',UNR15XOI7OV,1/13/2022,"(""Cyrus İnce"", ""cyrusnce7420@gmail.org"", 'artist' , 'male', ""XEF88LYP3WK"", ""2022-03-29""),"
Cyrus İnce,cyrusnce7420@gmail.org,'artist' ,'male',XEF88LYP3WK,3/29/2022,"(""Seth Akdemir"", ""sethakdemir@gmail.net"", 'artist' , 'female', ""HHN98OMK5BH"", ""2020-12-28""),"
Seth Akdemir,sethakdemir@gmail.net,'artist' ,'female',HHN98OMK5BH,12/28/2020,"(""Stuart Nguyễn"", ""stuartnguyn1799@gmail.edu"", 'customer' , 'male', ""RPP96WKI6TW"", ""2020-12-25""),"
Stuart Nguyễn,stuartnguyn1799@gmail.edu,'customer' ,'male',RPP96WKI6TW,12/25/2020,"(""Norman Adekugbe"", ""normanadekugbe7243@gmail.edu"", 'customer' , 'male', ""TUW50ALB2KN"", ""2021-12-29""),"
Norman Adekugbe,normanadekugbe7243@gmail.edu,'customer' ,'male',TUW50ALB2KN,12/29/2021,"(""Winifred Clark"", ""winifredclark1366@gmail.net"", 'customer' , 'male', ""WWM78FJQ7KZ"", ""2021-08-28""),"
Winifred Clark,winifredclark1366@gmail.net,'customer' ,'male',WWM78FJQ7KZ,8/28/2021,"(""Julie Nguyễn"", ""julienguyn@gmail.com"", 'artist' , 'male', ""SXC44KNF8DG"", ""2021-06-07""),"
Julie Nguyễn,julienguyn@gmail.com,'artist' ,'male',SXC44KNF8DG,6/7/2021,"(""Adria Nguyễn"", ""adrianguyn@gmail.net"", 'customer' , 'female', ""HMB42YOL2VR"", ""2022-03-31""),"
Adria Nguyễn,adrianguyn@gmail.net,'customer' ,'female',HMB42YOL2VR,3/31/2022,"(""Louis Göktaş"", ""louisgkta@gmail.edu"", 'artist' , 'female', ""IDX66MOZ6IC"", ""2022-11-04""),"
Louis Göktaş,louisgkta@gmail.edu,'artist' ,'female',IDX66MOZ6IC,11/4/2022,"(""Griffith Veena"", ""griffithveena@gmail.couk"", 'artist' , 'female', ""ELO47ECI7BI"", ""2022-06-13""),"
Griffith Veena,griffithveena@gmail.couk,'artist' ,'female',ELO47ECI7BI,6/13/2022,"(""Quentin Vural"", ""quentinvural1317@gmail.ca"", 'customer' , 'female', ""TKA18HTB5LV"", ""2022-08-28""),"
Quentin Vural,quentinvural1317@gmail.ca,'customer' ,'female',TKA18HTB5LV,8/28/2022,"(""Josiah Öz"", ""josiahz@gmail.edu"", 'artist' , 'male', ""IMW29HHI5RR"", ""2021-04-12""),"
Josiah Öz,josiahz@gmail.edu,'artist' ,'male',IMW29HHI5RR,4/12/2021,"(""Grant Diego"", ""grantdiego@gmail.org"", 'artist' , 'male', ""PAC54XOR0YI"", ""2022-06-07""),"
Grant Diego,grantdiego@gmail.org,'artist' ,'male',PAC54XOR0YI,6/7/2022,"(""Lee Adarabioyo"", ""leeadarabioyo3908@gmail.net"", 'customer' , 'male', ""TEY79FVM1WR"", ""2021-08-01""),"
Lee Adarabioyo,leeadarabioyo3908@gmail.net,'customer' ,'male',TEY79FVM1WR,8/1/2021,"(""Ciaran Bastian"", ""ciaranbastian@gmail.couk"", 'customer' , 'male', ""NHQ27TBC3MK"", ""2022-09-04""),"
Ciaran Bastian,ciaranbastian@gmail.couk,'customer' ,'male',NHQ27TBC3MK,9/4/2022,"(""Maxwell Puri"", ""maxwellpuri@gmail.ca"", 'artist' , 'female', ""WIT85TEV3IV"", ""2022-09-21""),"
Maxwell Puri,maxwellpuri@gmail.ca,'artist' ,'female',WIT85TEV3IV,9/21/2022,"(""Claudia Taşçi"", ""claudiatai@gmail.edu"", 'artist' , 'male', ""WIU54YRQ3KC"", ""2021-12-29""),"
Claudia Taşçi,claudiatai@gmail.edu,'artist' ,'male',WIU54YRQ3KC,12/29/2021,"(""Alvin Sofia"", ""alvinsofia@gmail.org"", 'artist' , 'female', ""UWU58BWF8OY"", ""2022-09-23""),"
Alvin Sofia,alvinsofia@gmail.org,'artist' ,'female',UWU58BWF8OY,9/23/2022,"(""Madison Johnston"", ""madisonjohnston@gmail.couk"", 'artist' , 'female', ""MPB82LNI4CW"", ""2021-12-10""),"
Madison Johnston,madisonjohnston@gmail.couk,'artist' ,'female',MPB82LNI4CW,12/10/2021,"(""Barry Olunloyo"", ""barryolunloyo4852@gmail.edu"", 'artist' , 'male', ""RRQ17PMB1HX"", ""2022-10-31""),"
Barry Olunloyo,barryolunloyo4852@gmail.edu,'artist' ,'male',RRQ17PMB1HX,10/31/2022,"(""Zephania Nguyễn"", ""zephanianguyn5276@gmail.com"", 'artist' , 'male', ""NIO91RGE0GS"", ""2021-04-26""),"
Zephania Nguyễn,zephanianguyn5276@gmail.com,'artist' ,'male',NIO91RGE0GS,4/26/2021,"(""Arden Soto"", ""ardensoto2129@gmail.com"", 'artist' , 'male', ""GQF87WDU8NA"", ""2022-07-17""),"
Arden Soto,ardensoto2129@gmail.com,'artist' ,'male',GQF87WDU8NA,7/17/2022,"(""Mark Chandrasekar"", ""markchandrasekar7673@gmail.org"", 'artist' , 'male', ""LVF49QAM5CI"", ""2021-12-15""),"
Mark Chandrasekar,markchandrasekar7673@gmail.org,'artist' ,'male',LVF49QAM5CI,12/15/2021,"(""Montana Erkan"", ""montanaerkan@gmail.net"", 'customer' , 'female', ""AJP19JEV3EQ"", ""2021-08-02""),"
Montana Erkan,montanaerkan@gmail.net,'customer' ,'female',AJP19JEV3EQ,8/2/2021,"(""Dylan Nguyễn"", ""dylannguyn@gmail.net"", 'artist' , 'male', ""PEW75PQA7JO"", ""2021-11-02""),"
Dylan Nguyễn,dylannguyn@gmail.net,'artist' ,'male',PEW75PQA7JO,11/2/2021,"(""Cadman Ameobi"", ""cadmanameobi@gmail.edu"", 'customer' , 'female', ""BOU62KFO9MH"", ""2022-05-28""),"
Cadman Ameobi,cadmanameobi@gmail.edu,'customer' ,'female',BOU62KFO9MH,5/28/2022,"(""Naomi Nguyễn"", ""naominguyn6881@gmail.com"", 'customer' , 'male', ""MSG03KGS6BD"", ""2021-09-18""),"
Naomi Nguyễn,naominguyn6881@gmail.com,'customer' ,'male',MSG03KGS6BD,9/18/2021,"(""Scott Ofoedu"", ""scottofoedu@gmail.org"", 'customer' , 'male', ""HSW91NXD2GR"", ""2021-10-05""),"
Scott Ofoedu,scottofoedu@gmail.org,'customer' ,'male',HSW91NXD2GR,10/5/2021,"(""Yuli Ajudua"", ""yuliajudua7834@gmail.net"", 'artist' , 'male', ""PXO77DIQ8RD"", ""2021-03-10""),"
Yuli Ajudua,yuliajudua7834@gmail.net,'artist' ,'male',PXO77DIQ8RD,3/10/2021,"(""Murphy Luis"", ""murphyluis@gmail.ca"", 'artist' , 'male', ""MSU03RFS7CN"", ""2022-09-26""),"
Murphy Luis,murphyluis@gmail.ca,'artist' ,'male',MSU03RFS7CN,9/26/2022,"(""Kimberley Diem"", ""kimberleydiem2935@gmail.ca"", 'artist' , 'female', ""WHZ21KBL7KQ"", ""2021-02-06""),"
Kimberley Diem,kimberleydiem2935@gmail.ca,'artist' ,'female',WHZ21KBL7KQ,2/6/2021,"(""Quamar Oliha"", ""quamaroliha6350@gmail.couk"", 'customer' , 'male', ""NQS53OLW7OD"", ""2021-11-17""),"
Quamar Oliha,quamaroliha6350@gmail.couk,'customer' ,'male',NQS53OLW7OD,11/17/2021,"(""Cooper Muthu"", ""coopermuthu5447@gmail.edu"", 'customer' , 'female', ""CFB37PHO3ME"", ""2022-03-17""),"
Cooper Muthu,coopermuthu5447@gmail.edu,'customer' ,'female',CFB37PHO3ME,3/17/2022,"(""Tanya Puri"", ""tanyapuri7689@gmail.couk"", 'customer' , 'female', ""TCB71OIG2MB"", ""2021-04-10""),"
Tanya Puri,tanyapuri7689@gmail.couk,'customer' ,'female',TCB71OIG2MB,4/10/2021,"(""Latifah Ateş"", ""latifahate3887@gmail.ca"", 'artist' , 'female', ""RWV14CWU6JF"", ""2022-08-03""),"
Latifah Ateş,latifahate3887@gmail.ca,'artist' ,'female',RWV14CWU6JF,8/3/2022,"(""Lael Lata"", ""laellata7473@gmail.couk"", 'customer' , 'male', ""KQL21UBP9FV"", ""2022-05-09""),"
Lael Lata,laellata7473@gmail.couk,'customer' ,'male',KQL21UBP9FV,5/9/2022,"(""Wade Catalina"", ""wadecatalina2661@gmail.org"", 'artist' , 'female', ""HGF57CWW5VI"", ""2021-09-21""),"
Wade Catalina,wadecatalina2661@gmail.org,'artist' ,'female',HGF57CWW5VI,9/21/2021,"(""Cruz Carla"", ""cruzcarla5061@gmail.net"", 'customer' , 'male', ""DHI58GQO0WJ"", ""2022-01-23""),"
Cruz Carla,cruzcarla5061@gmail.net,'customer' ,'male',DHI58GQO0WJ,1/23/2022,"(""Andrew Saxena"", ""andrewsaxena5657@gmail.com"", 'artist' , 'male', ""GXG29QTE5HD"", ""2022-08-22""),"
Andrew Saxena,andrewsaxena5657@gmail.com,'artist' ,'male',GXG29QTE5HD,8/22/2022,"(""Medge Nguyen"", ""medgenguyen4452@gmail.ca"", 'customer' , 'male', ""LGN66UGE4YN"", ""2022-08-15""),"
Medge Nguyen,medgenguyen4452@gmail.ca,'customer' ,'male',LGN66UGE4YN,8/15/2022,"(""Wilma Mehra"", ""wilmamehra@gmail.edu"", 'artist' , 'male', ""EVI29IQB6HI"", ""2022-10-14""),"
Wilma Mehra,wilmamehra@gmail.edu,'artist' ,'male',EVI29IQB6HI,10/14/2022,"(""Tanek Nguyễn"", ""taneknguyn9120@gmail.couk"", 'artist' , 'female', ""IFX28XPG2XS"", ""2021-05-27""),"
Tanek Nguyễn,taneknguyn9120@gmail.couk,'artist' ,'female',IFX28XPG2XS,5/27/2021,"(""Dominique Morris"", ""dominiquemorris9961@gmail.com"", 'customer' , 'female', ""BFP48TCJ1HA"", ""2022-04-12""),"
Dominique Morris,dominiquemorris9961@gmail.com,'customer' ,'female',BFP48TCJ1HA,4/12/2022,"(""Gregory Puri"", ""gregorypuri217@gmail.org"", 'customer' , 'male', ""BHJ48UWQ5CW"", ""2021-01-31""),"
Gregory Puri,gregorypuri217@gmail.org,'customer' ,'male',BHJ48UWQ5CW,1/31/2021,"(""Jin Nguyễn"", ""jinnguyn@gmail.couk"", 'customer' , 'male', ""LQK71CXI3BA"", ""2021-08-13""),"
